name,race,level,political_party,company_ownership_info,companyId,state,value,company_has_won_tenders_2024,company_is_political_donor,company_is_political_donor_2024,official_is_political_donor,official_is_political_donor_2024
STANETIĆ DRAGAN,OPĆINSKO VIJEĆE / SKUPŠTINA OPŠTINE / SKUPŠTINA GRADA / GRADSKO VIJEĆE,GRADIŠKA,NARODNA PARTIJA SRPSKE-DARKO BANJAC,"KAFE BAR ""DA ME NIJE"" ",4509869180003.0,BIH,88000.0,,,,,
STANIĆ DUŠKO,OPĆINSKO VIJEĆE / SKUPŠTINA OPŠTINE / SKUPŠTINA GRADA / GRADSKO VIJEĆE,KALINOVIK,SRPSKA DEMOKRATSKA STRANKA - VOLJA NARODA,MD DOO KALINOVIK,4403698560004.0,BiH,300000.0,True,,,,
STEVANOVIĆ BRANKO,OPĆINSKO VIJEĆE / SKUPŠTINA OPŠTINE / SKUPŠTINA GRADA / GRADSKO VIJEĆE,ISTOČNO NOVO SARAJEVO,DNS-NENAD NEŠIĆ,"""ROREYE""",,BiH,300000.0,,,,,
STIJAČIĆ OBRAD,OPĆINSKO VIJEĆE / SKUPŠTINA OPŠTINE / SKUPŠTINA GRADA / GRADSKO VIJEĆE,BILEĆA,SPS - SOCIJALISTIČKA PARTIJA SRPSKE - GORAN SELAK,50M2,,BiH-RS,40000.0,,,,,
STOJANOVIĆ DAMIR,OPĆINSKO VIJEĆE / SKUPŠTINA OPŠTINE / SKUPŠTINA GRADA / GRADSKO VIJEĆE,MODRIČA,SRPSKA DEMOKRATSKA STRANKA - VOLJA NARODA,AUTOMOBIL 6000,,BIH,6000.0,,,,,
STOJANOVIĆ MILENKO,OPĆINSKO VIJEĆE / SKUPŠTINA OPŠTINE / SKUPŠTINA GRADA / GRADSKO VIJEĆE,MODRIČA,SRPSKA DEMOKRATSKA STRANKA - VOLJA NARODA,"Z.R.,,MIKULA""",4508551390002.0,,5000.0,True,,,,
SUBAŠIĆ NEDIM,OPĆINSKO VIJEĆE / SKUPŠTINA OPŠTINE / SKUPŠTINA GRADA / GRADSKO VIJEĆE,ŽIVINICE,SDBIH - SOCIJALDEMOKRATE BOSNE I HERCEGOVINE,TR NEDEN 1/1,4310600870002.0,Bosna i Hercegovina,700000.0,,,,,
ŠUĆUR ALEKSANDAR,OPĆINSKO VIJEĆE / SKUPŠTINA OPŠTINE / SKUPŠTINA GRADA / GRADSKO VIJEĆE,ISTOČNI STARI GRAD,SRPSKA DEMOKRATSKA STRANKA - VOLJA NARODA,STOLARIJA SUĆUR S.P.,4511500660006.0,BiH - RS,100000.0,True,,,,
SULJIĆ NIJAZ,OPĆINSKO VIJEĆE / SKUPŠTINA OPŠTINE / SKUPŠTINA GRADA / GRADSKO VIJEĆE,ILIDŽA,DEMOKRATSKA FRONTA - DF,SHINE&BEAUTY OR.,4303932790006.0,BiH,50000.0,,,,True,
ŠUŠNJAR ŽELJKO,OPĆINSKO VIJEĆE / SKUPŠTINA OPŠTINE / SKUPŠTINA GRADA / GRADSKO VIJEĆE,ŠIPOVO,DNS-NENAD NEŠIĆ,AGROPREMIX DOO,4404419210003.0,R.S. BIH,50000.0,,,,,
ŠUVALIĆ EDIN,OPĆINSKO VIJEĆE / SKUPŠTINA OPŠTINE / SKUPŠTINA GRADA / GRADSKO VIJEĆE,DOBOJ - ISTOK,SDA - STRANKA DEMOKRATSKE AKCIJE,"TR ""EDI"" KLOKOTNA",,,80000.0,,,,True,
TALIĆ EMIRA,OPĆINSKO VIJEĆE / SKUPŠTINA OPŠTINE / SKUPŠTINA GRADA / GRADSKO VIJEĆE,SANSKI MOST,SDA - STRANKA DEMOKRATSKE AKCIJE,"OBRT ""SEHARA"" (PROIZVODNJA KOŽNE GALANTERIJE)",4363897880008.0,BiH,100000.0,,,,True,
TEŠANOVIĆ DRAŽEN,OPĆINSKO VIJEĆE / SKUPŠTINA OPŠTINE / SKUPŠTINA GRADA / GRADSKO VIJEĆE,BROD,NARODNI FRONT - JELENA TRIVIĆ,SP SERVIS TEŠANOVIĆ,4500508580000.0,RS-BIH,400000.0,True,,,,
TEŠIĆ-BANDUKA GORDANA,OPĆINSKO VIJEĆE / SKUPŠTINA OPŠTINE / SKUPŠTINA GRADA / GRADSKO VIJEĆE,PALE,SAVEZ NEZAVISNIH SOCIJALDEMOKRATA - SNSD - MILORAD DODIK,"ПЗУ, PED MEDIC",4404974710003.0,"БиХ, Пале",50000.0,,,,,
TOKIĆ GORAN,OPĆINSKO VIJEĆE / SKUPŠTINA OPŠTINE / SKUPŠTINA GRADA / GRADSKO VIJEĆE,USORA,HSP BIH - HRVATSKA STRANKA PRAVA BIH,TOKIĆ BIG DOO,4218623550001.0,BIH,900000.0,True,,,,
TOMIĆ IVAN,OPĆINSKO VIJEĆE / SKUPŠTINA OPŠTINE / SKUPŠTINA GRADA / GRADSKO VIJEĆE,GRUDE,HSP BIH - HRVATSKA STRANKA PRAVA BIH,OPG DOPUNSKA DJELATNOST,,BiH,20000.0,,,,,
TRNINIĆ BORIS,OPĆINSKO VIJEĆE / SKUPŠTINA OPŠTINE / SKUPŠTINA GRADA / GRADSKO VIJEĆE,BRATUNAC,DNS-NENAD NEŠIĆ,"""ДРИНА МЕТАЛ"" Д.О.О. БРАТУНАЦ  ",4402900100006.0,РС/БИХ,30000.0,,,,True,True
TULUMOVIĆ FARUZ,OPĆINSKO VIJEĆE / SKUPŠTINA OPŠTINE / SKUPŠTINA GRADA / GRADSKO VIJEĆE,ŽIVINICE,SBIH - STRANKA ZA BOSNU I HERCEGOVINU,"ALUPLASTIK DOO, ŽIVINICE",4209086530008.0,bih,6500000.0,,,,,
VEJZOVIĆ JASMIN,OPĆINSKO VIJEĆE / SKUPŠTINA OPŠTINE / SKUPŠTINA GRADA / GRADSKO VIJEĆE,SREBRENIK,SDP - SOCIJALDEMOKRATSKA PARTIJA BOSNE I HERCEGOVINE,OR URBAN PRINT,4311612230005.0,BIH,30000.0,,,,,
VITEŠKIĆ ŠEJLA,OPĆINSKO VIJEĆE / SKUPŠTINA OPŠTINE / SKUPŠTINA GRADA / GRADSKO VIJEĆE,VITEZ,SDA - STRANKA DEMOKRATSKE AKCIJE,EKOVIT DOO 50% VLASNIŠTVA,4236044340001.0,BiH,400000.0,,,,,
VLAČIĆ KRUNO,OPĆINSKO VIJEĆE / SKUPŠTINA OPŠTINE / SKUPŠTINA GRADA / GRADSKO VIJEĆE,MILIĆI,SOCIJALISTIČKA PARTIJA,1/3 SUVLAK,,RS,500000.0,,,,,
VOKIĆ IVONA,OPĆINSKO VIJEĆE / SKUPŠTINA OPŠTINE / SKUPŠTINA GRADA / GRADSKO VIJEĆE,GRUDE,HDZ BIH-HRVATSKA DEMOKRATSKA ZAJEDNICA BOSNE I HERCEGOVINE,VLASNIK S.T.R.,,BiH,150000.0,,,,,
VRHOVAC DARKO,OPĆINSKO VIJEĆE / SKUPŠTINA OPŠTINE / SKUPŠTINA GRADA / GRADSKO VIJEĆE,PRIJEDOR,SAVEZ NEZAVISNIH SOCIJALDEMOKRATA - SNSD - MILORAD DODIK,4,,BiH,90000.0,,,,,
VUJIČIĆ DUŠKO,OPĆINSKO VIJEĆE / SKUPŠTINA OPŠTINE / SKUPŠTINA GRADA / GRADSKO VIJEĆE,DERVENTA,NARODNI FRONT - JELENA TRIVIĆ,"STR ""MILENIJUM"" RIBARNIC SP",4508817840009.0,BIH,25000.0,,,,,
VUKAJLOVIĆ GOSTIMIR,OPĆINSKO VIJEĆE / SKUPŠTINA OPŠTINE / SKUPŠTINA GRADA / GRADSKO VIJEĆE,STANARI,UJEDINJENA SRPSKA,DA,,"BIH,RS",250000.0,,,,,
VUKIĆEVIĆ VELEMIR,OPĆINSKO VIJEĆE / SKUPŠTINA OPŠTINE / SKUPŠTINA GRADA / GRADSKO VIJEĆE,OSMACI,SAVEZ NEZAVISNIH SOCIJALDEMOKRATA - SNSD - MILORAD DODIK,PREDUZETNIČKA DJELATNOST,,BIH,20000.0,,,,,
ZAČINOVIĆ DIN,OPĆINSKO VIJEĆE / SKUPŠTINA OPŠTINE / SKUPŠTINA GRADA / GRADSKO VIJEĆE,CENTAR SARAJEVO,SDA - STRANKA DEMOKRATSKE AKCIJE,UP TECH DOO 1/2 VLASNIŠTVO,4202835300010.0,,50000.0,,,,True,
ŽDERO DUŠAN,OPĆINSKO VIJEĆE / SKUPŠTINA OPŠTINE / SKUPŠTINA GRADA / GRADSKO VIJEĆE,KUPRES (RS),SRPSKA DEMOKRATSKA STRANKA - VOLJA NARODA,САМОСТАЛНИ ПРЕДУЗЕТНИК,,БИХ,10000.0,,,,,
ZENUNOVIĆ ESED,OPĆINSKO VIJEĆE / SKUPŠTINA OPŠTINE / SKUPŠTINA GRADA / GRADSKO VIJEĆE,ŽIVINICE,SDA - STRANKA DEMOKRATSKE AKCIJE,"OBRT DODATNA DJELATNOST ""ALL-MONT""",4311165460006.0,BiH,20000.0,,,,,
ZUKIĆ DŽELIL,OPĆINSKO VIJEĆE / SKUPŠTINA OPŠTINE / SKUPŠTINA GRADA / GRADSKO VIJEĆE,OLOVO,SDP - SOCIJALDEMOKRATSKA PARTIJA BOSNE I HERCEGOVINE,"TRANSFORMART DOO OLOVO, VLASNIŠTVO 1/1",4218905450000.0,"Olovo, Bosna i Hercegovina",159934.0,,,,,
ZUPUR MILENKO,OPĆINSKO VIJEĆE / SKUPŠTINA OPŠTINE / SKUPŠTINA GRADA / GRADSKO VIJEĆE,BIJELJINA,SAVEZ NEZAVISNIH SOCIJALDEMOKRATA - SNSD - MILORAD DODIK,VLASNIK 100% DOO GLOBUS BIJELJINA ,4401802900006.0,BiH,,True,,,True,
ZUPUR MILENKO,OPĆINSKO VIJEĆE / SKUPŠTINA OPŠTINE / SKUPŠTINA GRADA / GRADSKO VIJEĆE,BIJELJINA,SAVEZ NEZAVISNIH SOCIJALDEMOKRATA - SNSD - MILORAD DODIK,VLASNIK 97% DOO GLOBUS TIM BIJELJINA,4403507560000.0,,,True,,,True,
